hour,visits,week_start,week_end
6,206,2024-09-16,2024-09-22
7,750,2024-09-16,2024-09-22
8,1161,2024-09-16,2024-09-22
9,1427,2024-09-16,2024-09-22
10,2151,2024-09-16,2024-09-22
11,2795,2024-09-16,2024-09-22
12,3034,2024-09-16,2024-09-22
13,3477,2024-09-16,2024-09-22
14,4288,2024-09-16,2024-09-22
15,5033,2024-09-16,2024-09-22
16,5382,2024-09-16,2024-09-22
17,6278,2024-09-16,2024-09-22
18,7409,2024-09-16,2024-09-22
19,5368,2024-09-16,2024-09-22
20,2864,2024-09-16,2024-09-22
21,2091,2024-09-16,2024-09-22
22,1329,2024-09-16,2024-09-22
23,847,2024-09-16,2024-09-22
0,286,2024-09-23,2024-09-29
1,215,2024-09-23,2024-09-29
2,71,2024-09-23,2024-09-29
3,71,2024-09-23,2024-09-29
4,71,2024-09-23,2024-09-29
5,134,2024-09-23,2024-09-29
6,291,2024-09-23,2024-09-29
7,404,2024-09-23,2024-09-29
8,719,2024-09-23,2024-09-29
9,1310,2024-09-23,2024-09-29
10,1649,2024-09-23,2024-09-29
11,2533,2024-09-23,2024-09-29
12,3186,2024-09-23,2024-09-29
13,2568,2024-09-23,2024-09-29
14,2499,2024-09-23,2024-09-29
15,1746,2024-09-23,2024-09-29
16,1574,2024-09-23,2024-09-29
17,2105,2024-09-23,2024-09-29
18,2881,2024-09-23,2024-09-29
19,2374,2024-09-23,2024-09-29
20,1473,2024-09-23,2024-09-29
21,944,2024-09-23,2024-09-29
22,691,2024-09-23,2024-09-29
23,463,2024-09-23,2024-09-29
