hour,visits,week_start,week_end
5,133,2024-09-16,2024-09-22
6,130,2024-09-16,2024-09-22
7,179,2024-09-16,2024-09-22
8,351,2024-09-16,2024-09-22
9,1157,2024-09-16,2024-09-22
10,1461,2024-09-16,2024-09-22
11,1813,2024-09-16,2024-09-22
12,1197,2024-09-16,2024-09-22
13,1143,2024-09-16,2024-09-22
14,1692,2024-09-16,2024-09-22
15,2070,2024-09-16,2024-09-22
16,2554,2024-09-16,2024-09-22
17,4180,2024-09-16,2024-09-22
18,4296,2024-09-16,2024-09-22
19,2666,2024-09-16,2024-09-22
20,1688,2024-09-16,2024-09-22
21,1353,2024-09-16,2024-09-22
22,818,2024-09-16,2024-09-22
23,369,2024-09-16,2024-09-22
0,344,2024-09-23,2024-09-29
1,190,2024-09-23,2024-09-29
2,188,2024-09-23,2024-09-29
3,125,2024-09-23,2024-09-29
4,54,2024-09-23,2024-09-29
5,54,2024-09-23,2024-09-29
6,237,2024-09-23,2024-09-29
7,435,2024-09-23,2024-09-29
8,308,2024-09-23,2024-09-29
9,194,2024-09-23,2024-09-29
10,618,2024-09-23,2024-09-29
11,789,2024-09-23,2024-09-29
12,1016,2024-09-23,2024-09-29
13,865,2024-09-23,2024-09-29
14,546,2024-09-23,2024-09-29
15,412,2024-09-23,2024-09-29
16,550,2024-09-23,2024-09-29
17,1102,2024-09-23,2024-09-29
18,680,2024-09-23,2024-09-29
19,504,2024-09-23,2024-09-29
20,462,2024-09-23,2024-09-29
21,1298,2024-09-23,2024-09-29
22,1552,2024-09-23,2024-09-29
23,397,2024-09-23,2024-09-29
