hour,visits,week_start,week_end
2,0,2024-08-05,2024-08-11
3,0,2024-08-05,2024-08-11
4,0,2024-08-05,2024-08-11
5,0,2024-08-05,2024-08-11
6,0,2024-08-05,2024-08-11
7,0,2024-08-05,2024-08-11
8,0,2024-08-05,2024-08-11
9,60,2024-08-05,2024-08-11
10,391,2024-08-05,2024-08-11
11,813,2024-08-05,2024-08-11
12,1170,2024-08-05,2024-08-11
13,1149,2024-08-05,2024-08-11
14,1171,2024-08-05,2024-08-11
15,1645,2024-08-05,2024-08-11
16,1400,2024-08-05,2024-08-11
17,610,2024-08-05,2024-08-11
18,143,2024-08-05,2024-08-11
19,70,2024-08-05,2024-08-11
20,0,2024-08-05,2024-08-11
21,32,2024-08-05,2024-08-11
22,0,2024-08-05,2024-08-11
23,0,2024-08-05,2024-08-11
0,0,2024-08-12,2024-08-18
1,0,2024-08-12,2024-08-18
2,0,2024-08-12,2024-08-18
3,0,2024-08-12,2024-08-18
4,0,2024-08-12,2024-08-18
5,0,2024-08-12,2024-08-18
6,0,2024-08-12,2024-08-18
7,0,2024-08-12,2024-08-18
8,10,2024-08-12,2024-08-18
9,80,2024-08-12,2024-08-18
10,843,2024-08-12,2024-08-18
11,1503,2024-08-12,2024-08-18
12,2389,2024-08-12,2024-08-18
13,2803,2024-08-12,2024-08-18
14,2268,2024-08-12,2024-08-18
15,2132,2024-08-12,2024-08-18
16,1745,2024-08-12,2024-08-18
17,653,2024-08-12,2024-08-18
18,95,2024-08-12,2024-08-18
19,53,2024-08-12,2024-08-18
20,0,2024-08-12,2024-08-18
21,0,2024-08-12,2024-08-18
22,0,2024-08-12,2024-08-18
23,0,2024-08-12,2024-08-18
0,0,2024-08-19,2024-08-25
1,0,2024-08-19,2024-08-25
2,0,2024-08-19,2024-08-25
3,0,2024-08-19,2024-08-25
4,0,2024-08-19,2024-08-25
5,0,2024-08-19,2024-08-25
6,48,2024-08-19,2024-08-25
7,48,2024-08-19,2024-08-25
8,158,2024-08-19,2024-08-25
9,150,2024-08-19,2024-08-25
10,514,2024-08-19,2024-08-25
11,1209,2024-08-19,2024-08-25
12,2057,2024-08-19,2024-08-25
13,2795,2024-08-19,2024-08-25
14,3212,2024-08-19,2024-08-25
15,2897,2024-08-19,2024-08-25
16,2044,2024-08-19,2024-08-25
17,615,2024-08-19,2024-08-25
18,41,2024-08-19,2024-08-25
19,41,2024-08-19,2024-08-25
20,52,2024-08-19,2024-08-25
21,77,2024-08-19,2024-08-25
22,77,2024-08-19,2024-08-25
23,52,2024-08-19,2024-08-25
0,0,2024-08-26,2024-09-01
1,0,2024-08-26,2024-09-01
2,0,2024-08-26,2024-09-01
3,0,2024-08-26,2024-09-01
4,0,2024-08-26,2024-09-01
5,0,2024-08-26,2024-09-01
6,23,2024-08-26,2024-09-01
7,23,2024-08-26,2024-09-01
8,57,2024-08-26,2024-09-01
9,69,2024-08-26,2024-09-01
10,780,2024-08-26,2024-09-01
11,1311,2024-08-26,2024-09-01
12,1808,2024-08-26,2024-09-01
13,1885,2024-08-26,2024-09-01
14,2128,2024-08-26,2024-09-01
15,2362,2024-08-26,2024-09-01
16,1684,2024-08-26,2024-09-01
17,354,2024-08-26,2024-09-01
18,59,2024-08-26,2024-09-01
19,34,2024-08-26,2024-09-01
20,0,2024-08-26,2024-09-01
